iter	Logloss
296	0.2960570604
297	0.2960497632
298	0.2960391462
299	0.2960284963
300	0.296018438
301	0.2960093987
302	0.2959970067
303	0.2959842531
304	0.2959767587
305	0.2959698889
306	0.2959634792
307	0.2959506927
308	0.295943297
309	0.2959290642
310	0.2959141083
311	0.2959040829
312	0.2958950765
313	0.2958818299
314	0.2958740725
315	0.2958616805
316	0.2958506033
317	0.2958373566
318	0.2958219734
319	0.2958072805
320	0.29579525
321	0.2957867695
322	0.2957777631
323	0.2957686581
324	0.2957592901
325	0.2957526833
326	0.2957461421
327	0.2957379246
328	0.2957305945
329	0.2957170192
330	0.2957041012
331	0.2956975272
332	0.2956894412
333	0.2956786598
334	0.2956695548
335	0.2956559465
336	0.2956422068
337	0.2956375393
338	0.2956277769
339	0.2956163052
340	0.2956067729
341	0.2956000345
342	0.2955937234
343	0.2955835666
344	0.2955788333
345	0.2955703528
346	0.2955630556
347	0.2955539506
348	0.2955470808
349	0.2955395535
350	0.2955326837
351	0.2955243347
352	0.2955034293
353	0.2954955733
354	0.2954818336
355	0.2954743064
356	0.2954646754
357	0.2954538283
358	0.2954457094
359	0.2954364071
360	0.2954197091
361	0.2954119518
362	0.2953980477
363	0.2953902246
364	0.2953835849
365	0.2953765836
366	0.2953703711
367	0.2953647503
368	0.2953553166
369	0.2953446667
370	0.2953315186
371	0.2953248789
372	0.2953148864
373	0.2953055184
374	0.2953005221
375	0.2952913842
376	0.2952826408
377	0.2952753765
378	0.2952664358
379	0.2952596317
380	0.2952479957
381	0.2952399754
382	0.2952343546
383	0.2952275834
384	0.2952192015
385	0.2952110497
386	0.2952019118
387	0.2951959952
388	0.2951841291
389	0.2951774236
390	0.295167957
391	0.2951571756
392	0.2951505359
393	0.295140642
394	0.2951362702
395	0.2951281185
396	0.295121413
397	0.2951139514
398	0.2951023154
399	0.2950933419
400	0.2950860776
401	0.295075099
402	0.2950673745
403	0.2950602417
404	0.2950538649
405	0.2950493288
406	0.2950429849
407	0.2950339456
408	0.2950272072
409	0.2950218823
410	0.2950150124
411	0.2950055458
412	0.2949977556
413	0.29499082
414	0.294985002
415	0.2949765544
416	0.2949623217
417	0.2949537754
418	0.2949458866
419	0.294938458
420	0.2949256386
421	0.2949176512
422	0.2949068369
423	0.2949005916
424	0.2948945764
425	0.2948871806
426	0.294876695
427	0.2948698252
428	0.2948633827
429	0.2948561841
430	0.2948461916
431	0.2948334051
432	0.2948272584
433	0.2948184821
434	0.2948084238
435	0.2947974124
436	0.2947915944
437	0.2947842314
438	0.2947785121
439	0.2947675334
440	0.2947578368
441	0.2947509669
442	0.2947430781
443	0.2947346305
444	0.2947281551
445	0.2947177024
446	0.2947095834
447	0.294701103
448	0.2946947262
449	0.2946888095
450	0.2946801318
451	0.2946727032
452	0.2946629408
453	0.2946571885
454	0.294649464
455	0.2946446321
456	0.2946356257
457	0.2946306295
458	0.2946221818
459	0.2946156736
460	0.2946111046
461	0.2946049908
462	0.2945958529
463	0.2945886215
464	0.294584184
465	0.294576591
466	0.29457051
467	0.2945610106
468	0.2945539764
469	0.2945491116
470	0.2945423404
471	0.2945357992
472	0.2945289294
473	0.2945239002
474	0.2945139406
475	0.294502962
476	0.294496881
477	0.2944921477
478	0.294487776
479	0.294480939
480	0.2944750881
481	0.2944660489
482	0.2944632549
483	0.2944551689
484	0.2944502383
485	0.2944439273
486	0.2944378792
487	0.294428807
488	0.2944213784
489	0.2944147715
490	0.2944054364
491	0.2943998814
492	0.2943929129
493	0.2943875551
494	0.2943800278
495	0.2943744728
496	0.294367077
497	0.2943507406
498	0.2943445281
499	0.2943325634
500	0.2943251019
501	0.2943187251
502	0.2943101788
503	0.2943037692
504	0.2942983456
505	0.2942904239
506	0.2942828309
507	0.2942760268
508	0.2942692227
509	0.2942603149
510	0.2942561404
511	0.2942495006
512	0.2942409873
513	0.294230173
514	0.2942247823
515	0.2942193588
516	0.294212982
517	0.2942074269
518	0.2941996696
519	0.2941931613
520	0.2941849438
521	0.2941807035
522	0.2941735707
523	0.2941686402
524	0.2941610801
525	0.2941505945
526	0.2941462228
527	0.2941404705
528	0.2941355071
529	0.2941301493
530	0.2941225563
531	0.2941189735
532	0.2941116763
533	0.2941066472
534	0.2941017824
535	0.2940945181
536	0.2940883714
537	0.2940824219
538	0.2940782474
539	0.2940715748
540	0.294060892
541	0.2940512282
542	0.2940470208
543	0.2940421889
544	0.2940377186
545	0.2940278575
546	0.2940217437
547	0.2940150711
548	0.2940037966
549	0.2939982087
550	0.2939932125
551	0.2939857838
552	0.2939789797
553	0.2939719126
554	0.2939667849
555	0.2939609011
556	0.2939558063
557	0.2939468985
558	0.2939382208
559	0.2939321727
560	0.2939249741
561	0.2939158691
562	0.2939073886
563	0.2939011104
564	0.2938938461
565	0.2938831634
566	0.2938767208
567	0.2938720204
568	0.2938639672
569	0.2938582807
570	0.2938478937
571	0.2938419442
572	0.2938355017
573	0.2938294207
574	0.2938227152
575	0.293816437
576	0.2938091399
577	0.2938034862
578	0.2937970437
579	0.2937887604
580	0.2937835012
581	0.2937745934
582	0.2937666717
583	0.2937598347
584	0.293756482
585	0.2937512556
586	0.2937480015
587	0.2937419534
588	0.2937358067
589	0.2937260443
590	0.293719536
591	0.2937140796
592	0.2937062236
593	0.293700044
594	0.2936926482
595	0.2936865673
596	0.2936823928
597	0.2936774623
598	0.2936728933
599	0.2936658262
600	0.2936566884
601	0.2936467287
602	0.2936409764
603	0.2936334163
604	0.2936292747
605	0.29362464
606	0.2936173428
607	0.2936125438
608	0.2936066272
609	0.2936013351
610	0.2935929532
611	0.2935870366
612	0.2935800024
613	0.2935717191
614	0.2935645863
615	0.293557322
616	0.293549992
617	0.2935451272
618	0.2935401638
619	0.2935335241
620	0.2935269501
621	0.2935200145
622	0.2935136048
623	0.293508247
624	0.2934973341
625	0.2934941457
626	0.2934849092
627	0.2934779407
628	0.2934720899
629	0.2934670279
630	0.293460158
631	0.2934512831
632	0.2934453993
633	0.2934377735
634	0.2934311995
635	0.2934253486
636	0.2934202866
637	0.2934142714
638	0.2934090779
639	0.2934019451
640	0.2933942206
641	0.2933880081
642	0.2933815985
643	0.2933745971
644	0.2933669055
645	0.2933594769
646	0.2933512922
647	0.2933460659
648	0.2933377169
649	0.2933322276
650	0.2933272642
651	0.2933202629
652	0.2933129328
653	0.2933066875
654	0.2933001792
655	0.2932946242
656	0.2932904826
657	0.2932846974
658	0.293275691
659	0.2932669147
660	0.2932610967
661	0.2932558703
662	0.2932489676
663	0.2932408816
664	0.2932351622
665	0.2932284567
666	0.2932180697
667	0.2932105425
668	0.2932052504
669	0.2931938773
670	0.2931877635
671	0.2931828001
672	0.2931778038
673	0.2931699808
674	0.2931634396
675	0.2931579832
676	0.2931526253
677	0.2931411537
678	0.2931323116
679	0.2931239297
680	0.2931197552
681	0.2931143317
682	0.2931111433
683	0.2931012822
684	0.2930978309
685	0.2930926374
686	0.2930861949
687	0.2930835324
688	0.2930794894
689	0.2930756436
690	0.2930687737
691	0.2930642376
692	0.293059077
693	0.2930522072
694	0.2930478683
695	0.2930435624
696	0.2930364624
697	0.2930305787
698	0.2930221968
699	0.2930140121
700	0.2930057946
701	0.2930017516
702	0.2929923507
703	0.2929886364
704	0.2929827527
705	0.2929785453
706	0.292973812
707	0.2929696375
708	0.2929642468
709	0.2929609598
710	0.2929536626
711	0.2929457409
712	0.2929405146
713	0.2929362743
714	0.2929305878
715	0.292925723
716	0.2929177685
717	0.2929109972
718	0.2929050477
719	0.2928962386
720	0.2928884812
721	0.2928801651
722	0.2928754318
723	0.292866524
724	0.2928587995
725	0.2928515023
726	0.2928466376
727	0.2928421015
